Date,Close,Volume
2025-05-09 00:00:00-04:00,111.5,4544000
2025-05-12 00:00:00-04:00,118.7300033569336,2072400
2025-05-13 00:00:00-04:00,122.11000061035156,1686200
2025-05-14 00:00:00-04:00,122.36000061035156,1621400
2025-05-15 00:00:00-04:00,121.80999755859375,957800
2025-05-16 00:00:00-04:00,121.58000183105469,976400
2025-05-19 00:00:00-04:00,122.0999984741211,598100
2025-05-20 00:00:00-04:00,124.70999908447266,649700
2025-05-21 00:00:00-04:00,121.30999755859375,642800
2025-05-22 00:00:00-04:00,123.33999633789062,750200
2025-05-23 00:00:00-04:00,124.25,445100
2025-05-27 00:00:00-04:00,128.52999877929688,1010300
2025-05-28 00:00:00-04:00,128.6199951171875,599800
2025-05-29 00:00:00-04:00,127.69000244140625,546600
2025-05-30 00:00:00-04:00,127.12000274658203,776500
2025-06-02 00:00:00-04:00,123.94000244140625,1074500
2025-06-03 00:00:00-04:00,128.74000549316406,895100
2025-06-04 00:00:00-04:00,129.80999755859375,790600
2025-06-05 00:00:00-04:00,135.58999633789062,807700
2025-06-06 00:00:00-04:00,139.0500030517578,784500
2025-06-09 00:00:00-04:00,139.39999389648438,636500
2025-06-10 00:00:00-04:00,140.86000061035156,921700
2025-06-11 00:00:00-04:00,142.8800048828125,978100
2025-06-12 00:00:00-04:00,143.0449981689453,495400
2025-06-13 00:00:00-04:00,142.8800048828125,456800
2025-06-16 00:00:00-04:00,141.9600067138672,829400
2025-06-17 00:00:00-04:00,136.1999969482422,930100
2025-06-18 00:00:00-04:00,124.0,2099300
2025-06-20 00:00:00-04:00,123.55999755859375,1292300
2025-06-23 00:00:00-04:00,127.52999877929688,1016600
2025-06-24 00:00:00-04:00,132.63999938964844,735200
2025-06-25 00:00:00-04:00,128.5800018310547,711600
2025-06-26 00:00:00-04:00,130.05999755859375,440900
2025-06-27 00:00:00-04:00,131.4499969482422,623700
2025-06-30 00:00:00-04:00,134.00999450683594,575000
2025-07-01 00:00:00-04:00,130.10000610351562,754400
2025-07-02 00:00:00-04:00,127.69000244140625,714400
2025-07-03 00:00:00-04:00,129.19000244140625,369500
2025-07-07 00:00:00-04:00,125.16500091552734,699500
2025-07-08 00:00:00-04:00,124.7300033569336,739200
2025-07-09 00:00:00-04:00,126.41000366210938,636900
2025-07-10 00:00:00-04:00,124.77999877929688,651100
2025-07-11 00:00:00-04:00,112.45999908447266,2556600
2025-07-14 00:00:00-04:00,116.87999725341797,1284700
2025-07-15 00:00:00-04:00,115.68000030517578,740600
